,WELL,FECHA,FRECUENCIA,% THD-VOL IN VSD,% THD-AMP IN VSD,PF IN VSD,% THD-VOL OUT VSD,% THD-AMP OUT VSD,PF OUT VSD,VOL MTR A,VOL MTR B,VOL MTR C,VOL MTR A-Tierra,VOL MTR B-Tierra,VOL MTR C-Tierra,% THD-AMP MTR,PF MTR,MAX VOL IN VSD,MAX AMP IN VSD,MAX VOL OUT VSD,RED KVA,%RED KVA,RED KW,MAX AMP OUT VSD,% LOAD VSD,KVA VSD,KVA SUT,% LOAD SUT,AMP MOTOR,% LOAD MTR,% DESB MTR,VOL-A CON D,AMP-A CON D,VOL-B CON D,AMP-B CON D,VOL-C CON D,AMP-C CON D,%THD VOL CON D,%THD AMP CON D,P.F. CON D,VOL-A CON Y,AMP-A CON Y,VOL-B CON Y,AMP-B CON Y,VOL-C CON Y,AMP-C CON Y,%THD VOL CON Y,%THD AMP CON Y,P.F. CON Y,PIP (psi),T Motor (F),BFPD,KW-BBL
2500,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1650.0,
2501,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1643.0,
2502,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1635.0,
2503,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1759.0,
2504,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1782.0,
2505,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1788.0,
2506,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1811.0,
2507,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1829.0,
2508,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1823.0,
2509,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1828.0,
2510,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1830.0,
2511,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1836.0,
2512,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1888.0,
2513,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1883.0,
2514,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1972.0,
2515,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1968.0,
2516,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1966.0,
2517,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1984.0,
2518,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1987.0,
2519,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1987.0,
2520,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1998.0,
2521,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,1978.0,
2522,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2010.0,
2523,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2011.0,
2524,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2018.0,
2525,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2016.0,
2526,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2015.0,
2527,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2015.0,
2528,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2033.0,
2529,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2031.0,
2530,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2032.0,
2531,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2038.0,
2532,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2033.0,
2533,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2025.0,
2534,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2032.0,
2535,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2045.0,
2536,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2043.0,
2537,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2044.0,
2538,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2042.0,
2539,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2049.0,
2540,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2049.0,
2541,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2053.0,
2542,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2052.0,
2543,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2057.0,
2544,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2058.0,
2545,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2051.0,
2546,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2045.0,
2547,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2011.0,
2548,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2052.0,
2549,SAD-07,2013-05-20 00:00:00,56.0,6.550000000000001,103.0,0.6525,21.1,15.2,0.425,1254.0,1258.0,1258.0,734.0,768.0,759.0,0.0,0.0,481.5,96.0,378.0,79.96752000000001,24.60539076923077,52.1788068,102.0,21.74840085287846,66.70188,66.70188,20.52365538461538,33.0,62.26415094339622,5.263157894736846,481.0,480.0,482.0,49.0,48.0,47.0,6.5,92.0,0.717,481.0,483.0,480.0,47.0,48.0,47.0,6.600000000000001,114.0,0.588,2021.5,199.0,2050.0,
